org_name,total,pacs,indivs,cycle,source,cid
Starkey Hearing Technologies,14000,0,14000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00012942&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
University Of Minnesota,12850,0,12850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00012942&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
House Freedom Fund,33650,12000,21650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Ram Inc,10384,0,10384,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Greeman LLC,8000,0,8000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Club for Growth,6800,0,6800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Antlers Motor Sports,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Burrage Law Firm,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Durant Station LLC,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Express Employment Professionals,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Robson Properties,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Roll Offs of America,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051106&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Airlines,25755,7000,18755,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Deason Capital Services,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Insperity,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Celanese Corp,12600,1500,11100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Goosehead Insurance,12599,0,12599,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Southland Holdings,12100,0,12100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Jetta Operating Co,12016,0,12016,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Acellerated Interventional Orthopedics,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
AQR Capital Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Crow Holdings,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Democracy Engine,39600,0,39600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,37925,5000,32925,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
JStreetPAC,23562,0,23562,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Airlines,16310,0,16310,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Jones Day,14340,0,14340,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Akin, Gump et al",12650,3250,9400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Frontline USA,12385,5000,7385,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Perkins Coie,11700,0,11700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Bonanza Oil,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Dorchester Minerals,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Amazon.com,35317,15000,20317,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,19350,4200,15150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Valve Corp,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Microsoft Corp,11836,5000,6836,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Raikes Foundation,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
New Democrat Coalition,11000,10000,1000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Carpenters & Joiners Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Caterpillar Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Home Depot,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046320&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Energy Weldfab,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,20500,5000,15500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Network Ip,11800,0,11800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Drake,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Moran'S Refreshments,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Republican Main Street Partnership,11000,11000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Citizens First Bank,10800,0,10800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Martin Resource Management,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
National Assn of Realtors,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049775&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Poarch Band of Creek Indians,29000,0,29000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Brett Robinson Real Estate,19910,0,19910,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Radiance Technologies,13300,7500,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,12250,10000,2250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Magnolia Marketing,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Pepsi Cola Bottling Co of Atmore,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Remax Paradise,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Venture Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Home Depot,10003,10000,3,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Airbus Group,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
AFLAC Inc,30600,10000,20600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Cox Enterprises,28000,10000,18000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,26600,2100,24500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Koch Industries,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Yancey Brothers,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
CRH Americas,13000,10000,3000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Brownstein, Hyatt et al",12000,3500,8500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Google Inc,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Invesco Ltd,11800,6000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
North Georgia Turf,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Adventureland Resort,39800,0,39800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Chemorse Ltd,18400,0,18400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Bassaidai Inc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Buckley Muething Capital Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Cumberland Development,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Summit Agricultural Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Lgi,11100,0,11100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Atlantic Coca-Cola Bottling,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Congressional Leadership Fund,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Kaseya Inc,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048870&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,25200,4200,21000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Atabey Capital Management,19000,0,19000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Fine Fare Supermarket,15100,0,15100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Columbia University,12300,0,12300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Silverport Holdings,12000,0,12000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
New York-Presbyterian Hospital,11800,0,11800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Somos,11800,0,11800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Florida Crystals,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Maddd Equities LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Sessa Capital,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
McCoy Group,28200,0,28200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Winning for Women,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Democracy Engine,20600,0,20600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Cottingham & Butler,17000,0,17000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Poet LLC,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Kirke Financial Services,13600,0,13600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Fahr Beverage,13100,0,13100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Raytheon Technologies,12250,10000,2250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Anduril Industries,11700,2500,9200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Ball Ventures,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Hsl Properties,41050,0,41050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Pima Heart & Vascular,22150,0,22150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Blackstone Group,19000,0,19000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Cottonwood Properties,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,16900,0,16900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
United Parcel Service,16600,5000,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Rusing, Lopez & Lizardi",16100,0,16100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Arizona Public Service Co,14400,0,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Wdp Partners,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Pinnacle West Capital,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049039&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Herzog Contracting,39000,10000,29000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Boeing Co,34100,10000,24100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Herzog,22800,0,22800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Atlas Air Worldwide,21600,10000,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Allegiant Travel Co,18200,5000,13200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Honeywell International,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
General Dynamics,14000,10000,4000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Kansas City Southern,13897,9000,4897,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Airlines,12500,10000,2500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Picard Group,12000,0,12000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013323&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
JStreetPAC,13500,5000,8500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Walton Family Foundation,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Sportfishing Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Biomarin Pharmaceutical,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Clean PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Honeywell International,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
International Brotherhood of Electrical Workers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Machinists/Aerospace Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
National Air Traffic Controllers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033030&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Jfd Tube & Coil Products,14600,0,14600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Cm Tucker Lumber,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Resort Development Assn,12000,12000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Envirosep,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Onyx Packaging,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,10800,5000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Blue Cross/Blue Shield of South Carolina,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Madison Project,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
National Auto Dealers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Stand for America PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049165&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
North Central Service Inc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Herzog Contracting,10800,5000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Old World Spices,9600,0,9600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Heartland Financial USA,8700,0,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Winco Fireworks,7080,0,7080,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
AT&T Inc,5900,3000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Advance Financial,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Apollo Insurance,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Champion Products,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Commerce Bank,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049617&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Votesane PAC,141800,0,141800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Brian Dror Cpa,25800,0,25800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Hubbard Broadcasting,25700,0,25700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Anderson Trucking Service,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Arvig Enterprises,13600,0,13600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Miner's Inc (Minnesota),12800,0,12800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Frana Companies,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Delta Air Lines,11645,10000,1645,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Dimensional Fund Advisors,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
King Capital Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Pro-Israel PAC,25900,0,25900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Q Investments,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Mary Kay Inc,14400,0,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Lockheed Martin,13100,10000,3100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Bonanza Oil,11500,0,11500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Dell Technologies,11500,10000,1500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Witherite Law Group,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
L3Harris Technologies,11000,11000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
